theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-26,23.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-26,17.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-19,32.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-19,21.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-12,40.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-12,29.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-05,52.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-08-05,38.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-29,67.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-29,48.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-22,60.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-22,40.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-15,84.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-15,65.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-08,87.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-08,65.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-01,77.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-07-01,47.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-24,73.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-24,53.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-17,80.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-17,49.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-10,58.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-10,32.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-03,77.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-06-03,38.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-27,71.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-27,42.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-20,97.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-20,57.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-13,104.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-13,58.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-06,87.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-05-06,44.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-29,81.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-29,34.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-22,82.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-22,40.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-15,84.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-15,42.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-08,106.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-08,58.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-01,90.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-04-01,39.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-25,72.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-25,29.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-18,77.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-18,36.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-11,88.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-11,33.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-04,58.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-03-04,27.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-26,78.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-26,28.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-19,58.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-19,14.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-12,71.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-12,12.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-05,70.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-02-05,16.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-29,70.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-29,8.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-22,65.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-22,9.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-15,53.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-15,12.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-08,65.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-08,12.0000,False
infectious_disease,vaccine_preventable,Measles,Nation,England,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-01,74.0000,False
infectious_disease,vaccine_preventable,Measles,UKHSA Region,London,measles_cases_casesByOnsetWeek,all,all,default,2024,2024-01-01,7.0000,False
