forecast_origin,forecast_start,outbreak_probability,monte_carlo_95_low,monte_carlo_95_high,any_age_group_probability,threshold,simulations
2026-07-13,2026-07-20,0.055,0.04249742737476844,0.07090838767737563,0.0,15.0,1000
