age_group,outcome,parameter,spearman_rho,association_share,association_allocated_variance,screening_importance_share,screening_allocated_parameter_variance,sensitivity_rank
all ages combined,peak_weekly_cases,gamma,0.3098507727612124,0.07807823172953852,3.340012625203446,0.07807823172953852,3.340012625203446,6
all ages combined,peak_weekly_cases,sick_contact_multiplier,0.28303822170486237,0.0651500833721173,2.7869752705171185,0.0651500833721173,2.7869752705171185,7
all ages combined,peak_weekly_cases,reporting_rate,0.268926653909545,0.05881559547563923,2.5160000053276663,0.05881559547563923,2.5160000053276663,8
all ages combined,peak_weekly_cases,noise_scale,0.1545319677731739,0.019420547602678563,0.8307677152064814,0.019420547602678563,0.8307677152064814,9
all ages combined,peak_weekly_cases,phi,-0.13634315259173999,0.015117899898836237,0.6467100420970736,0.015117899898836237,0.6467100420970736,10
all ages combined,peak_weekly_cases,sick_mobility_multiplier,0.12271799325652076,0.012247326382846284,0.5239133089667323,0.012247326382846284,0.5239133089667323,11
all ages combined,peak_weekly_cases,initial_exposed_per_case,0.11739039000532836,0.011207013442480644,0.4794110414586783,0.011207013442480644,0.4794110414586783,12
all ages combined,peak_weekly_cases,initial_infectious_per_case,0.10077811047985949,0.008259565939018294,0.3533258105867776,0.008259565939018294,0.3533258105867776,13
all ages combined,peak_weekly_cases,seasonal_amplitude,-0.08812576806483653,0.006315832913796404,0.2701772466342219,0.006315832913796404,0.2701772466342219,14
all ages combined,peak_weekly_cases,delta,-0.07759073306435836,0.0048960349796991305,0.20944145741259407,0.0048960349796991305,0.20944145741259407,15
all ages combined,peak_weekly_cases,seed_infections_per_week,0.07753350853964093,0.004888815819696296,0.20913263784766906,0.004888815819696296,0.20913263784766906,16
all ages combined,peak_weekly_cases,beta_0,0.07679817339702201,0.004796523574097254,0.20518458140887857,0.004796523574097254,0.20518458140887857,17
all ages combined,peak_weekly_cases,psi,0.07677528358713502,0.004793664778214176,0.20506228849661803,0.004793664778214176,0.20506228849661803,18
all ages combined,peak_weekly_cases,sh_noise_multiplier,-0.0737652735869984,0.004425157339102753,0.18929836208781975,0.004425157339102753,0.18929836208781975,19
all ages combined,peak_weekly_cases,seasonal_peak_week,0.06644339564940371,0.00359028099871744,0.1535842141671817,0.00359028099871744,0.1535842141671817,20
all ages combined,peak_weekly_cases,dt,-0.05449777611464097,0.0024153627415452123,0.10332383139966761,0.0024153627415452123,0.10332383139966761,21
all ages combined,peak_weekly_cases,nu,0.043974186019106264,0.0015726077817562968,0.0672726537116501,0.0015726077817562968,0.0672726537116501,22
all ages combined,peak_weekly_cases,eta,-0.04333327134227108,0.0015271009752553318,0.06532597401771933,0.0015271009752553318,0.06532597401771933,23
all ages combined,cumulative_cases,contact_scale,0.48301159074654865,0.18624359655943018,137.37033660508033,0.18624359655943018,137.37033660508033,1
all ages combined,cumulative_cases,mu,0.46842516373441745,0.17516473610340647,129.19874403406243,0.17516473610340647,129.19874403406243,2
all ages combined,cumulative_cases,seasonal_period_weeks,0.442622810106446,0.15639894773500945,115.35739478797545,0.15639894773500945,115.35739478797545,3
all ages combined,cumulative_cases,sigma,0.37587946312488796,0.11278814146013089,83.19075256096419,0.11278814146013089,83.19075256096419,4
all ages combined,cumulative_cases,local_mixing,0.3377739246887243,0.09107904846488792,67.17846828789976,0.09107904846488792,67.17846828789976,5
all ages combined,cumulative_cases,gamma,0.28961983159061383,0.06696113986255595,49.389479650882635,0.06696113986255595,49.389479650882635,6
all ages combined,cumulative_cases,sick_contact_multiplier,0.27410637390921433,0.059979730984762794,44.24010267773063,0.059979730984762794,44.24010267773063,7
all ages combined,cumulative_cases,reporting_rate,0.23707664884232513,0.04486873278245425,33.09446896018426,0.04486873278245425,33.09446896018426,8
all ages combined,cumulative_cases,noise_scale,0.15329482150430554,0.018759498007763213,13.836709575389069,0.018759498007763213,13.836709575389069,9
all ages combined,cumulative_cases,phi,-0.14343796762890504,0.016424588241661996,12.114516993001608,0.016424588241661996,12.114516993001608,10
all ages combined,cumulative_cases,sick_mobility_multiplier,0.12752107993402756,0.012981659345446208,9.575066992477158,0.012981659345446208,9.575066992477158,11
all ages combined,cumulative_cases,initial_exposed_per_case,0.10834241766209445,0.00937051132517268,6.911541221713543,0.00937051132517268,6.911541221713543,12
all ages combined,cumulative_cases,seed_infections_per_week,0.10312930075034416,0.008490443783723493,6.262417296717267,0.008490443783723493,6.262417296717267,13
all ages combined,cumulative_cases,initial_infectious_per_case,0.10027095618676649,0.008026321605188893,5.920088104900804,0.008026321605188893,5.920088104900804,14
all ages combined,cumulative_cases,seasonal_amplitude,-0.08735261213816466,0.0060914128814418605,4.492929976559892,0.0060914128814418605,4.492929976559892,15
all ages combined,cumulative_cases,sh_noise_multiplier,-0.08234836324757672,0.005413475651229134,3.992894178111805,0.005413475651229134,3.992894178111805,16
all ages combined,cumulative_cases,seasonal_peak_week,0.0808147569552067,0.005213718595501753,3.845556527360662,0.005213718595501753,3.845556527360662,17
all ages combined,cumulative_cases,delta,-0.07210810779908372,0.0041508251858985,3.0615831282756165,0.0041508251858985,3.0615831282756165,18
all ages combined,cumulative_cases,beta_0,0.06754448459697521,0.0036420510491558386,2.6863193570028328,0.0036420510491558386,2.6863193570028328,19
all ages combined,cumulative_cases,psi,0.058216953788903916,0.0027056100219463777,1.995615238874819,0.0027056100219463777,1.995615238874819,20
all ages combined,cumulative_cases,nu,0.05280927488483804,0.0022263152091213556,1.642094951535262,0.0022263152091213556,1.642094951535262,21
all ages combined,cumulative_cases,eta,-0.04504968483836891,0.0016201296074827484,1.1949820215845317,0.0016201296074827484,1.1949820215845317,22
all ages combined,cumulative_cases,dt,-0.04186802402285501,0.0013993655366281324,1.0321499281121032,0.0013993655366281324,1.0321499281121032,23
all ages combined,final_week_cases,contact_scale,0.5026380241713971,0.20211105672105079,13.713404839952723,0.20211105672105079,13.713404839952723,1
all ages combined,final_week_cases,mu,0.4871017212964658,0.18980983961365736,12.878756934219082,0.18980983961365736,12.878756934219082,2
all ages combined,final_week_cases,seasonal_period_weeks,0.4507759567844717,0.16255520547681826,11.029507131922927,0.16255520547681826,11.029507131922927,3
all ages combined,final_week_cases,sigma,0.4119151712140634,0.13573597570856905,9.209799881491206,0.13573597570856905,9.209799881491206,4
all ages combined,final_week_cases,local_mixing,0.3772946804614539,0.11387824297147704,7.726734369044104,0.11387824297147704,7.726734369044104,5
all ages combined,final_week_cases,sick_contact_multiplier,0.2959222212049075,0.07005426001783313,4.753240342084659,0.07005426001783313,4.753240342084659,6
all ages combined,final_week_cases,phi,-0.1754543581761582,0.024626784738513815,1.6709480149407108,0.024626784738513815,1.6709480149407108,7
all ages combined,final_week_cases,noise_scale,0.17244437831898918,0.023789070620938935,1.6141084089299251,0.023789070620938935,1.6141084089299251,8
all ages combined,final_week_cases,gamma,0.12735762680827686,0.012975655578920813,0.8804091221150838,0.012975655578920813,0.8804091221150838,9
all ages combined,final_week_cases,seed_infections_per_week,0.12244781175608861,0.011994480710125958,0.8138355837205863,0.011994480710125958,0.8138355837205863,10
all ages combined,final_week_cases,sick_mobility_multiplier,0.12020463285112616,0.011559041055515753,0.7842906376700569,0.011559041055515753,0.7842906376700569,11
all ages combined,final_week_cases,seasonal_peak_week,0.10564685954953304,0.008928789352445038,0.605825851921267,0.008928789352445038,0.605825851921267,12
all ages combined,final_week_cases,reporting_rate,0.09627357626808276,0.007414700328371021,0.5030936407908637,0.007414700328371021,0.5030936407908637,13
all ages combined,final_week_cases,initial_exposed_per_case,0.08435382713788683,0.005692315673581917,0.38622839628400496,0.005692315673581917,0.38622839628400496,14
all ages combined,final_week_cases,sh_noise_multiplier,-0.07609641091375206,0.004632418007839385,0.31431345004081723,0.004632418007839385,0.31431345004081723,15
all ages combined,final_week_cases,seasonal_amplitude,-0.07078030580479765,0.004007783592801542,0.2719314806951054,0.004007783592801542,0.2719314806951054,16
all ages combined,final_week_cases,beta_0,0.06446278154184215,0.003324279076480423,0.22555512556484542,0.003324279076480423,0.22555512556484542,17
all ages combined,final_week_cases,delta,-0.05792208386742354,0.002683908772931087,0.18210546297574862,0.002683908772931087,0.18210546297574862,18
all ages combined,final_week_cases,initial_infectious_per_case,0.04453167917963743,0.0015864176640728103,0.10763977006319154,0.0015864176640728103,0.10763977006319154,19
all ages combined,final_week_cases,eta,-0.04046877861197583,0.0013101456764112553,0.08889448381212657,0.0013101456764112553,0.08889448381212657,20
all ages combined,final_week_cases,nu,0.033104056033693464,0.0008766814364299674,0.059483571302228734,0.0008766814364299674,0.059483571302228734,21
all ages combined,final_week_cases,psi,-0.019547701886101446,0.0003056826629194577,0.020740825253093228,0.0003056826629194577,0.020740825253093228,22
all ages combined,final_week_cases,dt,-0.013567798937923457,0.00014726454229521248,0.009992022800869605,0.00014726454229521248,0.009992022800869605,23
