parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
initial_infectious_per_case,all ages combined,outbreak_indicator,0.430501259239065,0.230501259239065,0.6305012592390651,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
initial_infectious_per_case,all ages combined,peak_weekly_cases,0.430501259239065,0.230501259239065,0.6305012592390651,28.093333333333334,28.093333333333334,28.093333333333334,28.093333333333334,28.093333333333334,0.0,0.0,0.0,,,0.0,0.04552651851851853,0.0,13.657955555555558,13.657955555555558,0.0,1.0,0.0,0.0,0.0,13.0
initial_infectious_per_case,under_1,cumulative_cases,0.430501259239065,0.230501259239065,0.6305012592390651,13.743333333333334,13.743333333333334,13.743333333333334,13.743333333333334,13.743333333333334,0.0,0.0,0.0,,,3.1554436208840472e-30,0.05212485185185186,0.0,15.637455555555558,15.637455555555558,0.0,1.0,0.0,0.0,0.0,12.0
initial_infectious_per_case,under_1,final_week_cases,0.430501259239065,0.230501259239065,0.6305012592390651,2.183333333333333,2.183333333333333,2.183333333333333,2.183333333333333,2.183333333333333,0.0,0.0,0.0,,,0.0,0.00787685185185185,0.0,2.363055555555555,2.363055555555555,0.0,1.0,0.0,0.0,0.0,13.0
initial_infectious_per_case,under_1,outbreak_indicator,0.430501259239065,0.230501259239065,0.6305012592390651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
initial_infectious_per_case,under_1,peak_weekly_cases,0.430501259239065,0.230501259239065,0.6305012592390651,4.33,4.33,4.33,4.33,4.33,0.0,0.0,0.0,,,7.888609052210118e-31,0.006114777777777777,0.0,1.8344333333333331,1.8344333333333331,0.0,1.0,0.0,0.0,0.0,12.0
local_mixing,11_to_14,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,7.16,6.49,7.9366666666666665,6.49,7.9366666666666665,1.4466666666666663,1.4466666666666663,0.20204841713221597,,,0.22615056689342397,0.026319661375661378,0.19983090551776259,7.895898412698413,8.095729318216176,0.02468349640447139,0.9753165035955286,7.592457314156501,0.09913420469671758,9.913420469671758,4.0
local_mixing,11_to_14,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,1.2666666666666666,0.9933333333333333,1.51,0.9933333333333333,1.51,0.5166666666666667,0.5166666666666667,0.4078947368421053,,,0.03127573696145125,0.004311291005291005,0.026964445956160245,1.2933873015873014,1.3203517475434616,0.02042216856707168,0.9795778314329283,6.254378543009112,0.10410513779158737,10.410513779158737,3.0
local_mixing,11_to_14,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
local_mixing,11_to_14,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,2.6933333333333334,2.513333333333333,2.85,2.526666666666667,2.85,0.32333333333333325,0.3366666666666669,0.12500000000000008,,,0.015291156462585031,0.00336058201058201,0.011930574452003021,1.008174603174603,1.0201051776266061,0.011695435641019778,0.9883045643589802,3.5501512578580985,0.08437642109621855,8.437642109621855,6.0
local_mixing,15_to_24,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,10.686666666666667,9.503333333333334,11.99,9.503333333333334,11.99,2.4866666666666664,2.4866666666666664,0.2326887086712414,,,0.7081138321995465,0.037985751322751324,0.6701280808767952,11.395725396825396,12.065853477702191,0.055539219178750855,0.9444607808212492,17.641564469344228,0.13701596498610827,13.701596498610828,1.0
local_mixing,15_to_24,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,1.9466666666666668,1.5066666666666666,2.1366666666666667,1.5066666666666666,2.1366666666666667,0.6300000000000001,0.6300000000000001,0.3236301369863014,,,0.045033106575963745,0.0064485925925925934,0.03858451398337115,1.934577777777778,1.973162291761149,0.019554658096031463,0.9804453419039686,5.98340078541985,0.13200265994969793,13.200265994969792,4.0
local_mixing,15_to_24,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
local_mixing,15_to_24,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,3.5366666666666666,3.3133333333333335,3.8466666666666667,3.3133333333333335,3.8466666666666667,0.5333333333333332,0.5333333333333332,0.15080113100848253,,,0.032402721088435366,0.004227328042328042,0.028175393046107323,1.2681984126984125,1.2963738057445198,0.02173400366565254,0.9782659963343475,6.6650595279070854,0.09837699381508376,9.837699381508376,6.0
local_mixing,1_to_4,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,15.04,13.1,16.16,13.1,16.16,3.0600000000000005,3.0600000000000005,0.2034574468085107,,,1.0465963718820865,0.05075260317460318,0.9958437687074834,15.225780952380953,16.221624721088435,0.061389890706377064,0.938610109293623,19.621530846043537,0.09819324468802736,9.819324468802735,4.0
local_mixing,1_to_4,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,2.19,1.5666666666666667,2.45,1.5666666666666667,2.45,0.8833333333333335,0.8833333333333335,0.40334855403348563,,,0.0838340136054422,0.0066389206349206364,0.07719509297052156,1.9916761904761908,2.0688712834467125,0.03731266105734502,0.9626873389426549,11.62765714722908,0.10727174471333463,10.727174471333463,4.0
local_mixing,1_to_4,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
local_mixing,1_to_4,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,4.823333333333333,4.363333333333333,4.923333333333333,4.363333333333333,4.923333333333333,0.5599999999999996,0.5599999999999996,0.11610228058051132,,,0.03782358276643987,0.006779507936507937,0.031044074829931934,2.033852380952381,2.0648964557823133,0.01503420413309319,0.9849657958669067,4.5791044306856366,0.09661070542574784,9.661070542574784,5.0
local_mixing,25_to_34,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,16.313333333333333,14.413333333333334,17.64666666666667,14.413333333333334,17.64666666666667,3.2333333333333343,3.2333333333333343,0.19820187985288115,,,1.3038217687074827,0.06622606349206349,1.2375957052154192,19.867819047619047,21.105414752834466,0.058638776811965256,0.9413612231880347,18.687441770772505,0.11551523326058671,11.551523326058671,3.0
local_mixing,25_to_34,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,2.9,2.4833333333333334,3.256666666666667,2.4833333333333334,3.256666666666667,0.7733333333333334,0.7733333333333334,0.2666666666666667,,,0.07165351473922907,0.010345380952380951,0.061308133786848115,3.1036142857142854,3.1649224195011336,0.01937113320980289,0.9806288667901971,5.926135931489142,0.08110648773157283,8.110648773157283,4.0
local_mixing,25_to_34,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
local_mixing,25_to_34,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,4.973333333333334,4.496666666666667,5.28,4.496666666666667,5.28,0.7833333333333332,0.7833333333333332,0.1575067024128686,,,0.07004671201814058,0.006467719576719577,0.06357899244142101,1.940315873015873,2.003894865457294,0.031727708642495134,0.9682722913575048,9.830202390077684,0.09171267093436991,9.171267093436992,4.0
local_mixing,35_and_over,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,28.006666666666668,25.75,30.05,25.75,30.05,4.300000000000001,4.300000000000001,0.15353487264936921,,,1.9687156462585034,0.1356511375661376,1.8330645086923658,40.69534126984127,42.52840577853364,0.043102121397120684,0.9568978786028793,13.513078781212899,0.0852264038108277,8.52264038108277,7.0
local_mixing,35_and_over,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,5.0,4.6866666666666665,5.8566666666666665,4.6866666666666665,5.8566666666666665,1.17,1.17,0.23399999999999999,,,0.1492816326530612,0.01955140740740741,0.1297302252456538,5.8654222222222225,5.995152447467876,0.021639187056944134,0.9783608129430559,6.635339469040123,0.07574493815122245,7.574493815122245,6.0
local_mixing,35_and_over,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,3333333333.3333335,0.33333333333333337,0.33333333333333337,1.3605442176870747e-06,1.5820105820105817e-06,0.0,0.0004746031746031745,0.0004746031746031745,0.0,1.0,0.0,0.0,0.0,2.0
local_mixing,35_and_over,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,7.526666666666666,7.18,8.17,7.18,8.17,0.9900000000000002,0.9900000000000002,0.13153232949512847,,,0.08929523809523812,0.012917947089947087,0.07637729100529103,3.8753841269841263,3.951761417989417,0.019327404396834863,0.9806725956031652,5.9124944910734945,0.06406467304399041,6.406467304399041,7.0
local_mixing,5_to_10,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,40.22,34.56333333333333,46.21,34.56333333333333,46.21,11.646666666666668,11.646666666666668,0.2895740096137909,,,15.459456689342403,0.17214389417989417,15.287312795162508,51.643168253968255,66.93048104913076,0.22840584074004722,0.7715941592599528,88.8054314560058,0.1144210618202974,11.44210618202974,3.0
local_mixing,5_to_10,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,7.003333333333333,5.1066666666666665,8.9,5.1066666666666665,8.9,3.793333333333334,3.793333333333334,0.5416468348405522,,,1.7131011337868483,0.02789396825396825,1.68520716553288,8.368190476190476,10.053397641723356,0.1676256351921241,0.8323743648078759,60.414751683570124,0.12927700332167463,12.927700332167463,4.0
local_mixing,5_to_10,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0033333333333333335,0.0033333333333333335,0.08666666666666667,0.0033333333333333335,0.08666666666666667,0.08333333333333334,0.08333333333333334,25.0,8.333333333333334,8.333333333333334,0.0008299319727891157,6.408994708994708e-05,0.0007658420256991686,0.019226984126984124,0.01999282615268329,0.038305841297798855,0.9616941587022012,11.949487563538586,0.2328759742038482,23.28759742038482,1.0
local_mixing,5_to_10,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,10.126666666666667,8.906666666666666,11.713333333333333,8.906666666666666,11.713333333333333,2.8066666666666666,2.8066666666666666,0.27715602369980247,,,0.8994585034013606,0.01507585714285714,0.8843826462585034,4.5227571428571425,5.407139789115646,0.16355831007711877,0.8364416899228813,58.66218005903028,0.12415259161053346,12.415259161053346,3.0
local_mixing,all ages combined,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,131.17,115.62,145.6,115.62,145.6,29.97999999999999,29.97999999999999,0.22855835938095595,,,100.60672199546478,0.6505943703703704,99.95612762509441,195.1783111111111,295.13443873620554,0.3386799861551783,0.6613200138448216,153.63816869210132,0.11246207257361075,11.246207257361075,3.0
local_mixing,all ages combined,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,22.49,17.996666666666666,26.79,17.996666666666666,26.79,8.793333333333333,8.793333333333333,0.39098858752037946,,,8.530401360544218,0.09184120105820105,8.438560159486016,27.552360317460316,35.99092047694633,0.23446358269417594,0.7655364173058241,91.88207538943641,0.10799227525829652,10.799227525829652,4.0
local_mixing,all ages combined,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
local_mixing,all ages combined,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,28.093333333333334,25.29,31.42,25.29,31.42,6.130000000000003,6.130000000000003,0.21820123398196498,,,4.253204535147396,0.044128317460317465,4.209076217687079,13.23849523809524,17.447571455782317,0.24124138011723945,0.7587586198827606,95.38265811906616,0.11991063532957272,11.991063532957272,3.0
local_mixing,under_1,cumulative_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,13.743333333333334,11.8,15.606666666666667,11.8,15.606666666666667,3.8066666666666666,3.8066666666666666,0.2769827795294688,,,1.5573188208616782,0.052787746031746026,1.504531074829932,15.836323809523808,17.34085488435374,0.08676222048241904,0.913237779517581,28.50152143122614,0.131035278604758,13.1035278604758,3.0
local_mixing,under_1,final_week_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,2.183333333333333,1.6533333333333333,2.68,1.6533333333333333,2.68,1.0266666666666668,1.0266666666666668,0.47022900763358794,,,0.10099682539682543,0.007645608465608465,0.09335121693121697,2.2936825396825395,2.3870337566137567,0.039107623288765256,0.9608923767112346,12.20978256356314,0.08056629489881374,8.056629489881374,4.0
local_mixing,under_1,outbreak_indicator,0.3783565819036944,0.30268526552295555,0.4540278982844333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
local_mixing,under_1,peak_weekly_cases,0.3783565819036944,0.30268526552295555,0.4540278982844333,4.33,3.77,4.796666666666667,3.77,4.796666666666667,1.0266666666666668,1.0266666666666668,0.23710546574287916,,,0.11339909297052157,0.006118,0.10728109297052157,1.8354000000000001,1.9426810929705218,0.055223213608611287,0.9447767863913886,17.535320851670736,0.13889983728423022,13.889983728423022,3.0
mu,11_to_14,cumulative_cases,10.0,8.0,12.0,7.16,6.366666666666666,8.05,6.366666666666666,8.05,1.6833333333333345,1.6833333333333345,0.23510242085661096,,,0.34248707482993224,0.02556472486772487,0.31692234996220736,7.669417460317462,7.986339810279669,0.03968305350021279,0.9603169464997872,12.396861362756837,0.15722215256301061,15.72221525630106,1.0
mu,11_to_14,final_week_cases,10.0,8.0,12.0,1.2666666666666666,0.92,1.5666666666666667,0.92,1.5666666666666667,0.6466666666666666,0.6466666666666666,0.5105263157894737,,,0.04589433106575964,0.004020793650793651,0.04187353741496599,1.2062380952380953,1.2481116326530612,0.03354951297582018,0.9664504870241799,10.414246800927154,0.161666603107427,16.1666603107427,2.0
mu,11_to_14,outbreak_indicator,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mu,11_to_14,peak_weekly_cases,10.0,8.0,12.0,2.6933333333333334,2.4433333333333334,2.86,2.4433333333333334,2.8233333333333333,0.3799999999999999,0.4166666666666665,0.15470297029702965,,,0.02439909297052153,0.00318737037037037,0.02121172260015116,0.956211111111111,0.9774228337112622,0.021701685154633145,0.9782983148453669,6.654928714069201,0.1500153446497328,15.001534464973279,1.0
mu,15_to_24,cumulative_cases,10.0,8.0,12.0,10.686666666666667,9.583333333333334,12.11,9.583333333333334,12.11,2.5266666666666655,2.5266666666666655,0.23643169058016206,,,0.699179138321995,0.037729021164021166,0.6614501171579737,11.31870634920635,11.980156466364324,0.0552121434319386,0.9447878565680613,17.531600257595347,0.13524164809508493,13.524164809508493,2.0
mu,15_to_24,final_week_cases,10.0,8.0,12.0,1.9466666666666668,1.4366666666666668,2.25,1.4366666666666668,2.25,0.8133333333333332,0.8133333333333332,0.41780821917808214,,,0.06189206349206349,0.006370941798941799,0.05552112169312169,1.9112825396825397,1.9668036613756614,0.028229112434277243,0.9717708875657227,8.71474319579307,0.18994500617635113,18.99450061763511,1.0
mu,15_to_24,outbreak_indicator,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mu,15_to_24,peak_weekly_cases,10.0,8.0,12.0,3.5366666666666666,3.2733333333333334,4.01,3.2733333333333334,4.01,0.7366666666666664,0.7366666666666664,0.20829406220546645,,,0.053299773242630355,0.004433529100529101,0.04886624414210125,1.3300587301587303,1.3789249743008316,0.0354379281344718,0.9645620718655282,11.021974376184767,0.17062101635519297,17.062101635519298,1.0
mu,1_to_4,cumulative_cases,10.0,8.0,12.0,15.04,13.01,16.883333333333333,13.01,16.883333333333333,3.873333333333333,3.873333333333333,0.2575354609929078,,,1.7133133786848072,0.05268196825396826,1.6606314104308388,15.804590476190478,17.46522188662132,0.09508218224830645,0.9049178177516934,31.521817909788368,0.16374334162144763,16.374334162144763,1.0
mu,1_to_4,final_week_cases,10.0,8.0,12.0,2.19,1.52,2.7266666666666666,1.52,2.7266666666666666,1.2066666666666666,1.2066666666666666,0.5509893455098934,,,0.14279909297052149,0.007245190476190475,0.135553902494331,2.1735571428571427,2.309111045351474,0.05870393403869328,0.9412960659613067,18.709501556901138,0.18836823771714262,18.83682377171426,2.0
mu,1_to_4,outbreak_indicator,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mu,1_to_4,peak_weekly_cases,10.0,8.0,12.0,4.823333333333333,4.423333333333333,5.07,4.423333333333333,5.07,0.6466666666666674,0.6466666666666674,0.1340704906703526,,,0.046761904761904824,0.0067140317460317464,0.04004787301587308,2.014209523809524,2.0542573968253968,0.01949506088076507,0.9805049391192351,5.964802451156554,0.1246309733519204,12.46309733519204,4.0
mu,25_to_34,cumulative_cases,10.0,8.0,12.0,16.313333333333333,14.066666666666666,18.213333333333335,14.066666666666666,18.213333333333335,4.146666666666668,4.146666666666668,0.2541888026154476,,,1.818901133786849,0.06780701587301587,1.751094117913833,20.34210476190476,22.093198879818594,0.07925941949100905,0.9207405805089909,25.824674561599306,0.16344436607175258,16.344436607175258,1.0
mu,25_to_34,final_week_cases,10.0,8.0,12.0,2.9,2.19,3.4966666666666666,2.19,3.4966666666666666,1.3066666666666666,1.3066666666666666,0.45057471264367815,,,0.1798789115646259,0.011245708994708996,0.1686332025699169,3.3737126984126986,3.5423459009826157,0.04760495086692113,0.9523950491330788,14.995337568245567,0.22309024807254627,22.309024807254627,1.0
mu,25_to_34,outbreak_indicator,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mu,25_to_34,peak_weekly_cases,10.0,8.0,12.0,4.973333333333334,4.3533333333333335,5.516666666666667,4.3533333333333335,5.516666666666667,1.163333333333333,1.163333333333333,0.23391420911528144,,,0.13800589569160995,0.00686084126984127,0.1311450544217687,2.058252380952381,2.1893974353741497,0.05990006761808282,0.9400999323819172,19.11501072007789,0.1891766880693412,18.91766880693412,1.0
mu,35_and_over,cumulative_cases,10.0,8.0,12.0,28.006666666666668,25.136666666666667,30.133333333333333,25.136666666666667,30.133333333333333,4.996666666666666,4.996666666666666,0.17840990240418944,,,2.774268934240363,0.12859795767195767,2.645670976568405,38.5793873015873,41.22505827815571,0.06417628226787228,0.9358237177321278,20.573195908112975,0.12300768572539482,12.300768572539482,2.0
mu,35_and_over,final_week_cases,10.0,8.0,12.0,5.0,4.3133333333333335,5.833333333333333,4.3133333333333335,5.833333333333333,1.5199999999999996,1.5199999999999996,0.30399999999999994,,,0.26778004535147387,0.019205830687830692,0.24857421466364318,5.761749206349207,6.01032342101285,0.041357876648467254,0.9586421233515328,12.942643237042915,0.14513378420513554,14.513378420513554,2.0
mu,35_and_over,outbreak_indicator,10.0,8.0,12.0,0.0,0.0,0.006666666666666667,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,6666666666.666667,0.6666666666666667,0.6666666666666667,5.895691609977326e-06,6.317460317460317e-06,0.0,0.001895238095238095,0.001895238095238095,0.0,1.0,0.0,0.0,0.0,2.0
mu,35_and_over,peak_weekly_cases,10.0,8.0,12.0,7.526666666666666,6.94,8.356666666666667,6.94,8.356666666666667,1.416666666666667,1.416666666666667,0.18821966341895488,,,0.20780634920634927,0.012706449735449736,0.19509989947089953,3.8119349206349207,4.007034820105821,0.048689344672514526,0.9513106553274854,15.354399028281689,0.1636482664677477,16.36482664677477,2.0
