c_sh,primary_inherited_setting,forecast_weeks_scored,forecast_origins_scored,median_forecast_MAE,median_forecast_RMSE,p10_p90_coverage,coverage_gap_from_80_percent,mean_p10_p90_width,mean_outbreak_probability_Brier_score
0.0,False,36,6,5.930555555555555,7.604366435732097,0.3611111111111111,0.43888888888888894,6.550000000000001,0.35474999999999995
0.05,False,36,6,5.930555555555555,7.515262248695429,0.3611111111111111,0.43888888888888894,6.580555555555557,0.35474999999999995
0.1,True,36,6,5.944444444444445,7.512951779723097,0.3611111111111111,0.43888888888888894,6.530555555555556,0.35474999999999995
0.2,False,36,6,6.013888888888889,7.586995452746759,0.3611111111111111,0.43888888888888894,6.555555555555557,0.35825
0.5,False,36,6,6.013888888888889,7.609843771209907,0.3333333333333333,0.46666666666666673,6.555555555555558,0.35908333333333337
1.0,False,36,6,5.972222222222222,7.57004329945051,0.3333333333333333,0.46666666666666673,6.522222222222223,0.3552333333333333
