source,paper_doi,method,note
"Goodfellow et al. 2026 PLOS Medicine Figure 4A, Total panel",10.1371/journal.pmed.1005038,Visible rounded 16x16 figure values manually encoded; transposed to participant-by-contact orientation; age-overlap weighted to seven model groups.,Approximate because figure values are rounded to one decimal place.
