stage,trial,objective,gamma,local_mixing,contact_scale,sick_contact_multiplier,sick_mobility_multiplier,seed_infections_per_week,initial_exposed_per_case,initial_infectious_per_case,seasonal_amplitude,seasonal_peak_week
initial_state_optimization,79,3.9224787271299255,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1898503410628885,0.526451990777854,0.5753886179075816,14.575700882546661
initial_state_optimization,78,3.9224787272276873,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1898846501936333,0.5264369444834309,0.5753886179075816,14.575700882546661
initial_state_optimization,80,3.9224787275697652,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1898160319326525,0.526467037072054,0.5753886179075816,14.575700882546661
initial_state_optimization,70,3.9224787304175437,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.52650004137182,0.5753886179075816,14.575700882546661
initial_state_optimization,71,3.92247887011096,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5268333747201364,0.5753886179075816,14.575700882546661
initial_state_optimization,77,3.922478873819777,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.190662829558876,0.5260956733527077,0.5753886179075816,14.575700882546661
initial_state_optimization,72,3.922478971108923,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5261667080235037,0.5753886179075816,14.575700882546661
initial_state_optimization,57,3.922480630926385,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5254898873889517,0.5753886179075816,14.575700882546661
initial_state_optimization,56,3.922480631052628,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.189765898209492,0.5254788692702056,0.5753886179075816,14.575700882546661
initial_state_optimization,58,3.9224806310886744,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1897156503460398,0.5255009055075344,0.5753886179075816,14.575700882546661
initial_state_optimization,55,3.9224807809660756,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1905525927962493,0.525133863782849,0.5753886179075816,14.575700882546661
initial_state_optimization,69,3.922481770558045,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5252112528698856,0.5753886179075816,14.575700882546661
initial_state_optimization,76,3.922496726966198,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1987415076765617,0.5225527631457375,0.5753886179075816,14.575700882546661
initial_state_optimization,54,3.9224983833704488,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.198557514131334,0.5216232996669228,0.5753886179075816,14.575700882546661
initial_state_optimization,68,3.9226503340476464,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5365828786647011,0.5753886179075816,14.575700882546661
initial_state_optimization,50,3.922654493974379,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1621806030852304,0.5375764206560045,0.5753886179075816,14.575700882546661
initial_state_optimization,67,3.9232637923481755,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.18974077427758,0.5480779529363833,0.5753886179075816,14.575700882546661
initial_state_optimization,74,3.924530141303073,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.09531205442744,0.5679118256408073,0.5753886179075816,14.575700882546661
initial_state_optimization,52,3.924591009215515,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0938884802571747,0.5675259811532226,0.5753886179075816,14.575700882546661
initial_state_optimization,48,3.9249149652845547,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.5706287678507441,0.5753886179075816,14.575700882546661
initial_state_optimization,49,3.9249151302264282,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.570962101674323,0.5753886179075816,14.575700882546661
initial_state_optimization,47,3.9249156483146197,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.5700091938994524,0.5753886179075816,14.575700882546661
initial_state_optimization,46,3.9249715551335904,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.5764671326884968,0.5753886179075816,14.575700882546661
initial_state_optimization,45,3.9253170607409924,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.5861969936391027,0.5753886179075816,14.575700882546661
initial_state_optimization,35,3.926714322994685,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0868133884448565,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,34,3.9267143308189425,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0871467229010103,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,36,3.9267144344079488,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0864800539936468,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,33,3.9267154732244727,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0854870376591954,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,32,3.9270392682627917,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.1116223669890304,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,23,3.929815297790187,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,24,3.9298154752578136,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6040144492416898,0.5753886179075816,14.575700882546661
initial_state_optimization,22,3.929815487034605,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6033477808443334,0.5753886179075816,14.575700882546661
initial_state_optimization,21,3.9298357611456347,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6072109155778276,0.5753886179075816,14.575700882546661
initial_state_optimization,20,3.930072664169506,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6162128287890701,0.5753886179075816,14.575700882546661
initial_state_optimization,31,3.931111229374341,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,1.99715782602964,0.6036811150454837,0.5753886179075816,14.575700882546661
initial_state_optimization,10,3.9352466806068476,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0114461738044827,0.6618559863517511,0.5753886179075816,14.575700882546661
initial_state_optimization,9,3.93524671878244,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0117795072139106,0.6618559863517511,0.5753886179075816,14.575700882546661
initial_state_optimization,11,3.935246762093446,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0111128403901106,0.6618559863517511,0.5753886179075816,14.575700882546661
initial_state_optimization,8,3.9352483405540077,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0097499514494404,0.6618559863517511,0.5753886179075816,14.575700882546661
initial_state_optimization,0,3.935262384269522,0.05558290101933484,0.2615683230798446,0.37504749057677583,0.4749260955886416,0.11858119497940835,5.342892224922624,2.0169097962457876,0.6618559863517511,0.5753886179075816,14.575700882546661
