selected_method,poisson_nll,weighted_mae,weighted_rmse,weighted_bias,weighted_log_rmse
bounded random search with local/Powell refinement,4.477547028840588,7.142203533000917,9.84301755483791,0.25608619021685136,0.5734295247683016
