pipeline_version,selected_method,gamma,local_mixing,contact_scale,sick_contact_multiplier,sick_mobility_multiplier,seed_infections_per_week,initial_exposed_per_case,initial_infectious_per_case
mathsy-london-v7-random-search-120-40,bounded random search with local/Powell refinement,0.0573278867657486,0.2840867974733778,0.3311132242529514,0.6131405028377441,0.14945886653215776,6.021425722249178,2.396177839038679,0.4564485247613753
