parameter,composite_fit,poisson_fit,absolute_change,relative_change_percent
gamma,0.0876507328608412,0.08055462535100366,-0.007096107509837538,-8.095890676811203
local_mixing,0.5641959863681142,0.440970980138737,-0.12322500622937721,-21.840815816966494
contact_scale,0.3703106050233239,0.508511680940037,0.13820107591671305,37.3203127434086
sick_contact_multiplier,0.1644526154663069,0.1399275284107823,-0.024525087055524614,-14.913163275624107
sick_mobility_multiplier,0.1154736515521221,0.14860306339211785,0.03312941183999575,28.69001836755973
seed_infections_per_week,3.607500437492463,4.93229542801558,1.324794990523117,36.72334940710274
initial_exposed_per_case,1.4136959981042487,1.691707261655449,0.2780112635512002,19.66556203908127
initial_infectious_per_case,0.4509871644585236,0.46436177592245714,0.013374611463933539,2.96563018151342
